"","firstname","sex","race","call_back"
"3308","Lakisha","female","black","No"
"3309","Latoya","female","black","No"
"3310","Meredith","female","white","No"
"3311","Allison","female","white","Yes"
"3312","Brett","male","white","No"
"3313","Kenya","female","black","No"
"3314","Latoya","female","black","No"
"3315","Leroy","male","black","No"
"3316","Todd","male","white","No"
"3317","Anne","female","white","No"
"3318","Anne","female","white","No"
"3319","Ebony","female","black","No"
"3320","Tanisha","female","black","No"
"3321","Aisha","female","black","No"
"3322","Brendan","male","white","No"
"3323","Brett","male","white","No"
"3324","Carrie","female","white","No"
"3325","Darnell","male","black","No"
"3326","Ebony","female","black","No"
"3327","Ebony","female","black","No"
"3328","Kristen","female","white","No"
"3329","Aisha","female","black","No"
"3330","Greg","male","white","No"
"3331","Jill","female","white","No"
"3332","Kenya","female","black","No"
"3333","Meredith","female","white","No"
"3334","Tanisha","female","black","No"
"3335","Jamal","male","black","No"
"3336","Neil","male","white","No"
"3337","Brendan","male","white","No"
"3338","Jamal","male","black","No"
"3339","Todd","male","white","No"
"3340","Tyrone","male","black","No"
"3341","Todd","male","white","Yes"
"3342","Tyrone","male","black","Yes"
"3343","Emily","female","white","No"
"3344","Emily","female","white","No"
"3345","Jermaine","male","black","No"
"3346","Kenya","female","black","No"
"3347","Lakisha","female","black","No"
"3348","Leroy","male","black","No"
"3349","Meredith","female","white","Yes"
"3350","Sarah","female","white","No"
"3351","Ebony","female","black","No"
"3352","Emily","female","white","No"
"3353","Jill","female","white","No"
"3354","Jill","female","white","No"
"3355","Keisha","female","black","No"
"3356","Keisha","female","black","No"
"3357","Latoya","female","black","No"
"3358","Meredith","female","white","No"
"3359","Aisha","female","black","Yes"
"3360","Darnell","male","black","Yes"
"3361","Ebony","female","black","No"
"3362","Jay","male","white","No"
"3363","Jill","female","white","No"
"3364","Keisha","female","black","No"
"3365","Meredith","female","white","Yes"
"3366","Meredith","female","white","No"
"3367","Aisha","female","black","No"
"3368","Carrie","female","white","No"
"3369","Meredith","female","white","No"
"3370","Tanisha","female","black","No"
"3371","Brad","male","white","Yes"
"3372","Ebony","female","black","No"
"3373","Emily","female","white","No"
"3374","Kristen","female","white","No"
"3375","Rasheed","male","black","No"
"3376","Tamika","female","black","No"
"3377","Jill","female","white","No"
"3378","Tremayne","male","black","No"
"3379","Sarah","female","white","No"
"3380","Tamika","female","black","No"
"3381","Allison","female","white","No"
"3382","Anne","female","white","Yes"
"3383","Carrie","female","white","No"
"3384","Ebony","female","black","Yes"
"3385","Latonya","female","black","No"
"3386","Leroy","male","black","Yes"
"3387","Anne","female","white","No"
"3388","Jamal","male","black","No"
"3389","Latoya","female","black","No"
"3390","Laurie","female","white","No"
"3391","Sarah","female","white","No"
"3392","Tanisha","female","black","No"
"3393","Allison","female","white","No"
"3394","Keisha","female","black","No"
"3395","Lakisha","female","black","No"
"3396","Latoya","female","black","Yes"
"3397","Laurie","female","white","Yes"
"3398","Meredith","female","white","No"
"3399","Aisha","female","black","No"
"3400","Allison","female","white","No"
"3401","Emily","female","white","No"
"3402","Latoya","female","black","No"
"3403","Laurie","female","white","No"
"3404","Tamika","female","black","No"
"3405","Anne","female","white","No"
"3406","Brett","male","white","No"
"3407","Jermaine","male","black","No"
"3408","Latonya","female","black","No"
"3409","Allison","female","white","No"
"3410","Keisha","female","black","No"
"3411","Laurie","female","white","No"
"3412","Leroy","male","black","No"
"3413","Tanisha","female","black","No"
"3414","Todd","male","white","No"
"3415","Carrie","female","white","No"
"3416","Hakim","male","black","No"
"3417","Aisha","female","black","No"
"3418","Allison","female","white","No"
"3419","Jill","female","white","No"
"3420","Latonya","female","black","No"
"3421","Darnell","male","black","No"
"3422","Emily","female","white","No"
"3423","Kristen","female","white","No"
"3424","Latonya","female","black","No"
"3425","Laurie","female","white","No"
"3426","Tamika","female","black","No"
"3427","Aisha","female","black","No"
"3428","Allison","female","white","No"
"3429","Carrie","female","white","No"
"3430","Tamika","female","black","No"
"3431","Ebony","female","black","No"
"3432","Meredith","female","white","No"
"3433","Neil","male","white","No"
"3434","Tremayne","male","black","No"
"3435","Aisha","female","black","No"
"3436","Allison","female","white","No"
"3437","Ebony","female","black","No"
"3438","Hakim","male","black","No"
"3439","Jay","male","white","Yes"
"3440","Jill","female","white","No"
"3441","Lakisha","female","black","No"
"3442","Neil","male","white","No"
"3443","Allison","female","white","No"
"3444","Brendan","male","white","No"
"3445","Darnell","male","black","No"
"3446","Ebony","female","black","No"
"3447","Geoffrey","male","white","No"
"3448","Geoffrey","male","white","No"
"3449","Geoffrey","male","white","No"
"3450","Greg","male","white","No"
"3451","Jay","male","white","No"
"3452","Jermaine","male","black","No"
"3453","Lakisha","female","black","No"
"3454","Latonya","female","black","No"
"3455","Matthew","male","white","No"
"3456","Neil","male","white","No"
"3457","Rasheed","male","black","No"
"3458","Rasheed","male","black","No"
"3459","Rasheed","male","black","No"
"3460","Sarah","female","white","No"
"3461","Sarah","female","white","No"
"3462","Sarah","female","white","No"
"3463","Tamika","female","black","No"
"3464","Tanisha","female","black","No"
"3465","Tremayne","male","black","No"
"3466","Tremayne","male","black","No"
"3467","Brendan","male","white","No"
"3468","Brendan","male","white","No"
"3469","Greg","male","white","No"
"3470","Jamal","male","black","No"
"3471","Jermaine","male","black","No"
"3472","Kareem","male","black","No"
"3473","Keisha","female","black","No"
"3474","Laurie","female","white","No"
"3475","Laurie","female","white","No"
"3476","Leroy","male","black","No"
"3477","Leroy","male","black","No"
"3478","Neil","male","white","No"
"3479","Sarah","female","white","No"
"3480","Tamika","female","black","No"
"3481","Tanisha","female","black","No"
"3482","Todd","male","white","No"
"3483","Ebony","female","black","No"
"3484","Greg","male","white","No"
"3485","Greg","male","white","Yes"
"3486","Hakim","male","black","No"
"3487","Hakim","male","black","No"
"3488","Kareem","male","black","No"
"3489","Kareem","male","black","No"
"3490","Kenya","female","black","No"
"3491","Kristen","female","white","No"
"3492","Kristen","female","white","Yes"
"3493","Lakisha","female","black","No"
"3494","Latoya","female","black","No"
"3495","Laurie","female","white","No"
"3496","Meredith","female","white","No"
"3497","Neil","male","white","No"
"3498","Neil","male","white","No"
"3499","Tamika","female","black","No"
"3500","Todd","male","white","No"
"3501","Todd","male","white","No"
"3502","Tyrone","male","black","No"
"3503","Jamal","male","black","No"
"3504","Kareem","male","black","No"
"3505","Laurie","female","white","No"
"3506","Todd","male","white","No"
"3507","Aisha","female","black","No"
"3508","Anne","female","white","No"
"3509","Brendan","male","white","No"
"3510","Brett","male","white","No"
"3511","Emily","female","white","No"
"3512","Greg","male","white","No"
"3513","Jamal","male","black","No"
"3514","Jermaine","male","black","No"
"3515","Latonya","female","black","No"
"3516","Latonya","female","black","No"
"3517","Leroy","male","black","No"
"3518","Meredith","female","white","No"
"3519","Rasheed","male","black","No"
"3520","Rasheed","male","black","No"
"3521","Sarah","female","white","No"
"3522","Todd","male","white","No"
"3523","Brad","male","white","No"
"3524","Ebony","female","black","No"
"3525","Greg","male","white","No"
"3526","Hakim","male","black","No"
"3527","Emily","female","white","No"
"3528","Kenya","female","black","No"
"3529","Sarah","female","white","No"
"3530","Tamika","female","black","No"
"3531","Brad","male","white","No"
"3532","Carrie","female","white","No"
"3533","Ebony","female","black","No"
"3534","Geoffrey","male","white","No"
"3535","Geoffrey","male","white","No"
"3536","Jamal","male","black","No"
"3537","Kareem","male","black","No"
"3538","Kristen","female","white","No"
"3539","Lakisha","female","black","No"
"3540","Leroy","male","black","No"
"3541","Neil","male","white","No"
"3542","Tamika","female","black","No"
"3543","Aisha","female","black","No"
"3544","Allison","female","white","No"
"3545","Anne","female","white","No"
"3546","Anne","female","white","No"
"3547","Brad","male","white","No"
"3548","Brendan","male","white","No"
"3549","Brett","male","white","No"
"3550","Jermaine","male","black","No"
"3551","Lakisha","female","black","No"
"3552","Latonya","female","black","No"
"3553","Latonya","female","black","No"
"3554","Laurie","female","white","No"
"3555","Leroy","male","black","No"
"3556","Meredith","female","white","No"
"3557","Rasheed","male","black","No"
"3558","Tremayne","male","black","No"
"3559","Allison","female","white","No"
"3560","Anne","female","white","No"
"3561","Geoffrey","male","white","No"
"3562","Jamal","male","black","No"
"3563","Kareem","male","black","No"
"3564","Kristen","female","white","No"
"3565","Tamika","female","black","No"
"3566","Tanisha","female","black","No"
"3567","Anne","female","white","No"
"3568","Emily","female","white","No"
"3569","Hakim","male","black","No"
"3570","Jill","female","white","No"
"3571","Kenya","female","black","No"
"3572","Kristen","female","white","No"
"3573","Latonya","female","black","No"
"3574","Matthew","male","white","No"
"3575","Meredith","female","white","No"
"3576","Rasheed","male","black","No"
"3577","Tremayne","male","black","No"
"3578","Tremayne","male","black","No"
"3579","Jermaine","male","black","No"
"3580","Laurie","female","white","Yes"
"3581","Matthew","male","white","No"
"3582","Rasheed","male","black","No"
"3583","Brett","male","white","No"
"3584","Emily","female","white","No"
"3585","Geoffrey","male","white","No"
"3586","Jamal","male","black","No"
"3587","Jamal","male","black","Yes"
"3588","Jamal","male","black","No"
"3589","Kareem","male","black","No"
"3590","Latonya","female","black","No"
"3591","Laurie","female","white","No"
"3592","Neil","male","white","Yes"
"3593","Sarah","female","white","No"
"3594","Tyrone","male","black","No"
"3595","Ebony","female","black","No"
"3596","Jamal","male","black","No"
"3597","Sarah","female","white","No"
"3598","Todd","male","white","No"
"3599","Ebony","female","black","Yes"
"3600","Jill","female","white","Yes"
"3601","Kristen","female","white","Yes"
"3602","Tanisha","female","black","No"
"3603","Carrie","female","white","No"
"3604","Darnell","male","black","No"
"3605","Geoffrey","male","white","No"
"3606","Geoffrey","male","white","No"
"3607","Jermaine","male","black","No"
"3608","Latonya","female","black","No"
"3609","Matthew","male","white","No"
"3610","Tanisha","female","black","No"
"3611","Allison","female","white","No"
"3612","Darnell","male","black","No"
"3613","Jay","male","white","Yes"
"3614","Tyrone","male","black","No"
"3615","Allison","female","white","No"
"3616","Anne","female","white","No"
"3617","Anne","female","white","No"
"3618","Ebony","female","black","No"
"3619","Lakisha","female","black","No"
"3620","Sarah","female","white","No"
"3621","Tanisha","female","black","No"
"3622","Tanisha","female","black","No"
"3623","Brendan","male","white","No"
"3624","Ebony","female","black","No"
"3625","Greg","male","white","No"
"3626","Latoya","female","black","Yes"
"3627","Brad","male","white","Yes"
"3628","Ebony","female","black","No"
"3629","Neil","male","white","Yes"
"3630","Rasheed","male","black","Yes"
"3631","Carrie","female","white","Yes"
"3632","Latoya","female","black","Yes"
"3633","Anne","female","white","No"
"3634","Carrie","female","white","Yes"
"3635","Ebony","female","black","No"
"3636","Hakim","male","black","No"
"3637","Keisha","female","black","Yes"
"3638","Kenya","female","black","No"
"3639","Neil","male","white","No"
"3640","Todd","male","white","No"
"3641","Kristen","female","white","No"
"3642","Sarah","female","white","No"
"3643","Tamika","female","black","No"
"3644","Tanisha","female","black","No"
